STATION,date,DEPTH,LAYER,PARAMETER,AvgValue,LAB,METHOD,PROBLEM,TOTAL_DEPTH
LE1.1,10/6/1986,6.1,M,SALINITY,15.17,,F01,,11.5
LE1.1,10/6/1986,9.1,BP,CHLA,4.64,MDHMH,L01,,11.5
LE1.1,10/6/1986,9.1,BP,SALINITY,15.61,,F01,,11.5
LE1.1,10/6/1986,10.5,B,CHLA,1.94,MDHMH,L01,,11.5
LE1.1,10/6/1986,10.5,B,SALINITY,16.15,,F01,,11.5
LE1.1,10/22/1986,0.5,S,CHLA,8.82,MDHMH,L01,,12.5
LE1.1,10/22/1986,0.5,S,SALINITY,15.54,,F01,,12.5
LE1.1,10/22/1986,3,AP,CHLA,2.17,MDHMH,L01,,12.5
LE1.1,10/22/1986,3,AP,SALINITY,16.09,,F01,,12.5
LE1.1,10/22/1986,6.1,M,CHLA,1.5,MDHMH,L01,,12.5
LE1.1,10/22/1986,6.1,M,SALINITY,16.43,,F01,,12.5
LE1.1,10/22/1986,9.1,BP,CHLA,1.28,MDHMH,L01,,12.5
LE1.1,10/22/1986,9.1,BP,SALINITY,16.56,,F01,,12.5
LE1.1,10/22/1986,11.5,B,CHLA,2.69,MDHMH,L01,,12.5
LE1.1,10/22/1986,11.5,B,SALINITY,16.22,,F01,,12.5
LE1.1,11/5/1986,0.5,S,CHLA,7.575,MDHMH,L01,,12.5
LE1.1,11/5/1986,0.5,S,SALINITY,15.27,,F01,,12.5
LE1.1,11/5/1986,3,AP,CHLA,6.48,MDHMH,L01,,12.5
LE1.1,11/5/1986,3,AP,SALINITY,16.15,,F01,,12.5
LE1.1,11/5/1986,6.1,M,CHLA,4.98,MDHMH,L01,,12.5
LE1.1,11/5/1986,6.1,M,SALINITY,16.43,,F01,,12.5
LE1.1,11/5/1986,9.1,BP,CHLA,3.49,MDHMH,L01,,12.5
LE1.1,11/5/1986,9.1,BP,SALINITY,16.49,,F01,,12.5
LE1.1,11/5/1986,12,B,CHLA,2.54,MDHMH,L01,,12.5
LE1.1,11/5/1986,12,B,SALINITY,16.09,,F01,,12.5
LE1.1,12/3/1986,0.5,S,CHLA,12.215,MDHMH,L01,,12
LE1.1,12/3/1986,0.5,S,SALINITY,14.06,,F01,,12
LE1.1,12/3/1986,3,AP,CHLA,9.67,MDHMH,L01,,12
LE1.1,12/3/1986,3,AP,SALINITY,15.41,,F01,,12
LE1.1,12/3/1986,6.1,M,CHLA,8.27,MDHMH,L01,,12
LE1.1,12/3/1986,6.1,M,SALINITY,16.43,,F01,,12
LE1.1,12/3/1986,9.1,BP,CHLA,8.27,MDHMH,L01,,12
LE1.1,12/3/1986,9.1,BP,SALINITY,16.43,,F01,,12
LE1.1,12/3/1986,11.5,B,CHLA,8.57,MDHMH,L01,,12
LE1.1,12/3/1986,11.5,B,SALINITY,16.43,,F01,,12
LE1.1,1/19/1987,0.5,S,CHLA,41.415,MDHMH,L01,,12.2
LE1.1,1/19/1987,0.5,S,SALINITY,12.64,,F01,,12.2
LE1.1,1/19/1987,3,AP,CHLA,35.74,MDHMH,L01,,12.2
LE1.1,1/19/1987,3,AP,SALINITY,13.17,,F01,,12.2
LE1.1,1/19/1987,6.1,M,CHLA,26.17,MDHMH,L01,,12.2
LE1.1,1/19/1987,6.1,M,SALINITY,14.49,,F01,,12.2
LE1.1,1/19/1987,9.1,BP,CHLA,24.52,MDHMH,L01,,12.2
LE1.1,1/19/1987,9.1,BP,SALINITY,14.79,,F01,,12.2
LE1.1,1/19/1987,11.2,B,CHLA,21.83,MDHMH,L01,,12.2
LE1.1,1/19/1987,11.2,B,SALINITY,15.09,,F01,,12.2
LE1.1,2/2/1987,0.5,S,CHLA,13.46,MDHMH,L01,,12.5
LE1.1,2/2/1987,0.5,S,SALINITY,13.62,,F01,,12.5
LE1.1,2/2/1987,3,AP,CHLA,32.15,MDHMH,L01,,12.5
LE1.1,2/2/1987,3,AP,SALINITY,14.09,,F01,,12.5
LE1.1,2/2/1987,6.1,M,CHLA,40.07,MDHMH,L01,,12.5
LE1.1,2/2/1987,6.1,M,SALINITY,14.5,,F01,,12.5
LE1.1,2/2/1987,9.1,BP,CHLA,34.09,MDHMH,L01,,12.5
LE1.1,2/2/1987,9.1,BP,SALINITY,14.07,,F01,,12.5
LE1.1,2/2/1987,12,B,CHLA,34.09,MDHMH,L01,,12.5
LE1.1,2/2/1987,12,B,SALINITY,14.89,,F01,,12.5
LE1.1,3/16/1987,0.5,S,CHLA,18.91,MDHMH,L01,A,12
LE1.1,3/16/1987,0.5,S,SALINITY,12.26,,F01,,12
LE1.1,3/16/1987,3,AP,CHLA,19.64,MDHMH,L01,,12
LE1.1,3/16/1987,3,AP,SALINITY,12.46,,F01,,12
LE1.1,3/16/1987,6.1,M,CHLA,27.01,MDHMH,L01,,12
LE1.1,3/16/1987,6.1,M,SALINITY,12.66,,F01,,12
LE1.1,3/16/1987,9.1,BP,CHLA,34.39,MDHMH,L01,,12
LE1.1,3/16/1987,9.1,BP,SALINITY,13.46,,F01,,12
LE1.1,3/16/1987,11,B,CHLA,34.54,MDHMH,L01,,12
LE1.1,3/16/1987,11,B,SALINITY,13.79,,F01,,12
LE1.1,3/30/1987,0.5,S,CHLA,16.73,MDHMH,L01,,12
LE1.1,3/30/1987,0.5,S,SALINITY,11.87,,F01,,12
LE1.1,3/30/1987,3,AP,CHLA,16.61,MDHMH,L01,,12
LE1.1,3/30/1987,3,AP,SALINITY,11.74,,F01,,12
LE1.1,3/30/1987,6.1,M,CHLA,16.78,MDHMH,L01,,12
LE1.1,3/30/1987,6.1,M,SALINITY,12.07,,F01,,12
LE1.1,3/30/1987,9.1,BP,CHLA,14.29,MDHMH,L01,,12
LE1.1,3/30/1987,9.1,BP,SALINITY,12.86,,F01,,12
LE1.1,3/30/1987,11.5,B,CHLA,14.58,MDHMH,L01,,12
LE1.1,3/30/1987,11.5,B,SALINITY,13.93,,F01,,12
LE1.1,4/13/1987,0.5,S,CHLA,37.38,MDHMH,L01,,12.5
LE1.1,4/13/1987,0.5,S,SALINITY,11.34,,F01,,12.5
LE1.1,4/13/1987,3,AP,CHLA,31.4,MDHMH,L01,,12.5
LE1.1,4/13/1987,3,AP,SALINITY,12.07,,F01,,12.5
LE1.1,4/13/1987,6.1,M,CHLA,29.9,MDHMH,L01,,12.5
LE1.1,4/13/1987,6.1,M,SALINITY,12.66,,F01,,12.5
LE1.1,4/13/1987,9.1,BP,CHLA,22.66,MDHMH,L01,,12.5
LE1.1,4/13/1987,9.1,BP,SALINITY,13.46,,F01,,12.5
LE1.1,4/13/1987,12,B,CHLA,21.15,MDHMH,L01,,12.5
LE1.1,4/13/1987,12,B,SALINITY,13.73,,F01,,12.5
LE1.1,4/27/1987,0.5,S,CHLA,40.28,MDHMH,L01,,12.7
LE1.1,4/27/1987,0.5,S,SALINITY,9.98,,F01,,12.7
LE1.1,4/27/1987,3,AP,CHLA,43.17,MDHMH,L01,,12.7
LE1.1,4/27/1987,3,AP,SALINITY,10.5,,F01,,12.7
LE1.1,4/27/1987,6.1,M,CHLA,40.74,MDHMH,L01,,12.7
LE1.1,4/27/1987,6.1,M,SALINITY,10.56,,F01,,12.7
LE1.1,4/27/1987,9.1,BP,CHLA,35.7,MDHMH,L01,,12.7
LE1.1,4/27/1987,9.1,BP,SALINITY,10.56,,F01,,12.7
LE1.1,4/27/1987,11,B,CHLA,33.64,MDHMH,L01,,12.7
LE1.1,4/27/1987,11,B,SALINITY,11.08,,F01,,12.7
LE1.1,5/11/1987,0.5,S,CHLA,10.09,MDHMH,L01,,12.5
LE1.1,5/11/1987,0.5,S,SALINITY,9.01,,F01,,12.5
LE1.1,5/11/1987,3,AP,CHLA,2.81,MDHMH,L01,,12.5
LE1.1,5/11/1987,3,AP,SALINITY,9.98,,F01,,12.5
LE1.1,5/11/1987,6.1,M,CHLA,2.37,MDHMH,L01,,12.5
LE1.1,5/11/1987,6.1,M,SALINITY,12.07,,F01,,12.5
LE1.1,5/11/1987,9.1,BP,CHLA,2.16,MDHMH,L01,,12.5
LE1.1,5/11/1987,9.1,BP,SALINITY,12.4,,F01,,12.5
LE1.1,5/11/1987,12,B,CHLA,1.99,MDHMH,L01,,12.5
LE1.1,5/11/1987,12,B,SALINITY,12.66,,F01,,12.5
LE1.1,5/26/1987,0.5,S,CHLA,3.815,MDHMH,L01,,12.2
LE1.1,5/26/1987,0.5,S,SALINITY,10.5,,F01,,12.2
LE1.1,5/26/1987,3,AP,CHLA,1.57,MDHMH,L01,,12.2
LE1.1,5/26/1987,3,AP,SALINITY,10.56,,F01,,12.2
LE1.1,5/26/1987,6.1,M,CHLA,0.75,MDHMH,L01,,12.2
LE1.1,5/26/1987,6.1,M,SALINITY,10.95,,F01,,12.2
LE1.1,5/26/1987,9.1,BP,CHLA,0.37,MDHMH,L01,,12.2
LE1.1,5/26/1987,9.1,BP,SALINITY,12.26,,F01,,12.2
LE1.1,5/26/1987,12,B,CHLA,1.2,MDHMH,L01,,12.2
LE1.1,5/26/1987,12,B,SALINITY,12.33,,F01,,12.2
LE1.1,6/8/1987,0.5,S,CHLA,8.72,MDHMH,L01,,12.5
LE1.1,6/8/1987,0.5,S,SALINITY,11.15,,F01,,12.5
LE1.1,6/8/1987,3,AP,CHLA,4.86,MDHMH,L01,,12.5
LE1.1,6/8/1987,3,AP,SALINITY,11.28,,F01,,12.5
LE1.1,6/8/1987,6.1,M,CHLA,1.72,MDHMH,L01,,12.5
LE1.1,6/8/1987,6.1,M,SALINITY,12.59,,F01,,12.5
LE1.1,6/8/1987,9.1,BP,CHLA,0.75,MDHMH,L01,,12.5
LE1.1,6/8/1987,9.1,BP,SALINITY,13.66,,F01,,12.5
LE1.1,6/8/1987,12,B,CHLA,0.15,MDHMH,L01,,12.5
LE1.1,6/8/1987,12,B,SALINITY,14.26,,F01,,12.5
LE1.1,6/22/1987,0.5,S,CHLA,9.915,MDHMH,L01,,12.5
LE1.1,6/22/1987,0.5,S,SALINITY,12.33,,F01,,12.5
LE1.1,6/22/1987,3,AP,CHLA,1.5,MDHMH,L01,,12.5
LE1.1,6/22/1987,3,AP,SALINITY,13.13,,F01,,12.5
LE1.1,6/22/1987,6.1,M,CHLA,1.42,MDHMH,L01,,12.5
LE1.1,6/22/1987,6.1,M,SALINITY,13.73,,F01,,12.5
LE1.1,6/22/1987,9.1,BP,CHLA,0.75,MDHMH,L01,,12.5
LE1.1,6/22/1987,9.1,BP,SALINITY,14.13,,F01,,12.5
LE1.1,6/22/1987,12,B,CHLA,0.67,MDHMH,L01,,12.5
LE1.1,6/22/1987,12,B,SALINITY,14.19,,F01,,12.5
LE1.1,7/13/1987,0.5,S,CHLA,10.47,MDHMH,L01,,11.5
LE1.1,7/13/1987,0.5,S,SALINITY,12.59,,F01,,11.5
LE1.1,7/13/1987,3,AP,CHLA,2.39,MDHMH,L01,,11.5
LE1.1,7/13/1987,3,AP,SALINITY,12.93,,F01,,11.5
LE1.1,7/13/1987,6.1,M,CHLA,1.27,MDHMH,L01,,11.5
LE1.1,7/13/1987,6.1,M,SALINITY,13.33,,F01,,11.5
LE1.1,7/13/1987,9.1,BP,CHLA,1.2,MDHMH,L01,,11.5
LE1.1,7/13/1987,9.1,BP,SALINITY,13.46,,F01,,11.5
LE1.1,7/13/1987,11,B,CHLA,1.12,MDHMH,L01,,11.5
LE1.1,7/13/1987,11,B,SALINITY,13.53,,F01,,11.5
LE1.1,7/27/1987,0.5,S,CHLA,17.94,MDHMH,L01,,12
LE1.1,7/27/1987,0.5,S,SALINITY,12.53,,F01,,12
LE1.1,7/27/1987,3,AP,CHLA,9.24,MDHMH,L01,,12
LE1.1,7/27/1987,3,AP,SALINITY,12.73,,F01,,12
LE1.1,7/27/1987,6.1,M,CHLA,1.94,MDHMH,L01,,12
LE1.1,7/27/1987,6.1,M,SALINITY,13.39,,F01,,12
LE1.1,7/27/1987,9.1,BP,CHLA,0.82,MDHMH,L01,,12
LE1.1,7/27/1987,9.1,BP,SALINITY,14.19,,F01,,12
LE1.1,7/27/1987,11,B,CHLA,0.6,MDHMH,L01,,12
LE1.1,7/27/1987,11,B,SALINITY,14.26,,F01,,12
LE1.1,8/10/1987,0.5,S,CHLA,19.14,MDHMH,L01,,11.3
LE1.1,8/10/1987,0.5,S,SALINITY,13.59,,F01,,11.3
LE1.1,8/10/1987,3,AP,CHLA,3.99,MDHMH,L01,,11.3
LE1.1,8/10/1987,3,AP,SALINITY,13.73,,F01,,11.3
LE1.1,8/10/1987,6.1,M,CHLA,2.77,MDHMH,L01,,11.3
LE1.1,8/10/1987,6.1,M,SALINITY,14.06,,F01,,11.3
LE1.1,8/10/1987,9.1,BP,CHLA,1.64,MDHMH,L01,,11.3
LE1.1,8/10/1987,9.1,BP,SALINITY,14.19,,F01,,11.3
LE1.1,8/10/1987,11,B,CHLA,1.5,MDHMH,L01,,11.3
LE1.1,8/10/1987,11,B,SALINITY,14.4,,F01,,11.3
LE1.1,8/24/1987,0.5,S,CHLA,18.54,MDHMH,L01,,11
LE1.1,8/24/1987,0.5,S,SALINITY,14.06,,F01,,11
LE1.1,8/24/1987,3,AP,CHLA,20.47,MDHMH,L01,,11
LE1.1,8/24/1987,3,AP,SALINITY,13.93,,F01,,11
LE1.1,8/24/1987,6.1,M,CHLA,16.75,MDHMH,L01,,11
LE1.1,8/24/1987,6.1,M,SALINITY,14.06,,F01,,11
LE1.1,8/24/1987,9.1,BP,CHLA,14.84,MDHMH,L01,,11
LE1.1,8/24/1987,9.1,BP,SALINITY,14.06,,F01,,11
LE1.1,8/24/1987,10.8,M,CHLA,14.95,MDHMH,L01,,11
LE1.1,8/24/1987,10.8,M,SALINITY,13.99,,F01,,11
LE1.1,9/8/1987,0.5,S,CHLA,16.1,MDHMH,L01,,12
LE1.1,9/8/1987,0.5,S,SALINITY,13.86,,F01,,12
LE1.1,9/8/1987,3,AP,CHLA,11.36,MDHMH,L01,,12
LE1.1,9/8/1987,3,AP,SALINITY,13.79,,F01,,12
LE1.1,9/8/1987,6.1,M,CHLA,9.77,MDHMH,L01,,12
LE1.1,9/8/1987,6.1,M,SALINITY,14.06,,F01,,12
LE1.1,9/8/1987,9.1,BP,CHLA,6.43,MDHMH,L01,,12
LE1.1,9/8/1987,9.1,BP,SALINITY,14.26,,F01,,12
LE1.1,9/8/1987,11.3,M,CHLA,6.28,MDHMH,L01,,12
LE1.1,9/8/1987,11.3,M,SALINITY,14.26,,F01,,12
LE1.1,9/21/1987,0.5,S,CHLA,7.365,MDHMH,L01,,12
LE1.1,9/21/1987,0.5,S,SALINITY,14.26,,F01,,12
LE1.1,9/21/1987,3,AP,CHLA,2.39,MDHMH,L01,,12
LE1.1,9/21/1987,3,AP,SALINITY,14.19,,F01,,12
LE1.1,9/21/1987,6.1,M,CHLA,0.9,MDHMH,L01,,12
LE1.1,9/21/1987,6.1,M,SALINITY,15.41,,F01,,12
LE1.1,9/21/1987,9.1,BP,CHLA,1.05,MDHMH,L01,,12
LE1.1,9/21/1987,9.1,BP,SALINITY,16.29,,F01,,12
LE1.1,9/21/1987,11.7,M,CHLA,0.82,MDHMH,L01,,12
LE1.1,9/21/1987,11.7,M,SALINITY,16.22,,F01,,12
LE1.1,10/13/1987,0.5,S,CHLA,7.03,MDHMH,L01,,10.5
LE1.1,10/13/1987,0.5,S,SALINITY,15.2,,F01,,10.5
LE1.1,10/13/1987,3,AP,CHLA,5.31,MDHMH,L01,,10.5
LE1.1,10/13/1987,3,AP,SALINITY,15,,F01,,10.5
LE1.1,10/13/1987,6.1,M,CHLA,1.72,MDHMH,L01,,10.5
LE1.1,10/13/1987,6.1,M,SALINITY,15.34,,F01,,10.5
LE1.1,10/13/1987,9.1,BP,CHLA,1.69,MDHMH,L01,,10.5
LE1.1,10/13/1987,9.1,BP,SALINITY,16.7,,F01,,10.5
LE1.1,10/13/1987,10,M,CHLA,4.34,MDHMH,L01,,10.5
LE1.1,10/13/1987,10,M,SALINITY,16.56,,F01,,10.5
LE1.1,10/26/1987,0.5,S,CHLA,4.34,MDHMH,L01,,12
LE1.1,10/26/1987,0.5,S,SALINITY,15.75,,F01,,12
LE1.1,10/26/1987,3,AP,CHLA,4.26,MDHMH,L01,,12
LE1.1,10/26/1987,3,AP,SALINITY,15.75,,F01,,12
LE1.1,10/26/1987,6.1,M,CHLA,4.56,MDHMH,L01,,12
LE1.1,10/26/1987,6.1,M,SALINITY,15.75,,F01,,12
LE1.1,10/26/1987,9.1,BP,CHLA,4.71,MDHMH,L01,,12
LE1.1,10/26/1987,9.1,BP,SALINITY,15.68,,F01,,12
LE1.1,10/26/1987,11.6,M,CHLA,4.19,MDHMH,L01,,12
LE1.1,10/26/1987,11.6,M,SALINITY,15.75,,F01,,12
LE1.1,11/9/1987,0.5,S,CHLA,3.7,MDHMH,L01,,12.5
LE1.1,11/9/1987,0.5,S,SALINITY,15.75,,F01,,12.5
LE1.1,11/9/1987,3,AP,CHLA,2.92,MDHMH,L01,,12.5
LE1.1,11/9/1987,3,AP,SALINITY,15.75,,F01,,12.5
LE1.1,11/9/1987,6.1,M,CHLA,1.87,MDHMH,L01,,12.5
LE1.1,11/9/1987,6.1,M,SALINITY,15.68,,F01,,12.5
LE1.1,11/9/1987,9.1,BP,CHLA,2.54,MDHMH,L01,,12.5
LE1.1,11/9/1987,9.1,BP,SALINITY,16.15,,F01,,12.5
LE1.1,11/9/1987,12,M,CHLA,3.44,MDHMH,L01,,12.5
LE1.1,11/9/1987,12,M,SALINITY,16.15,,F01,,12.5
LE1.1,12/9/1987,0.5,S,CHLA,3.21,MDHMH,L01,,12.5
LE1.1,12/9/1987,0.5,S,SALINITY,13.59,,F01,,12.5
LE1.1,12/9/1987,3,AP,CHLA,3.21,MDHMH,L01,,12.5
LE1.1,12/9/1987,3,AP,SALINITY,13.66,,F01,,12.5
LE1.1,12/9/1987,6.1,M,CHLA,3.21,MDHMH,L01,,12.5
LE1.1,12/9/1987,6.1,M,SALINITY,15,,F01,,12.5
LE1.1,12/9/1987,9.1,BP,CHLA,2.92,MDHMH,L01,,12.5
LE1.1,12/9/1987,9.1,BP,SALINITY,15.2,,F01,,12.5
LE1.1,12/9/1987,12,M,CHLA,2.62,MDHMH,L01,,12.5
LE1.1,12/9/1987,12,M,SALINITY,15.27,,F01,,12.5
LE1.1,1/6/1988,0.5,S,CHLA,28.66,MDHMH,L01,,12.3
LE1.1,1/6/1988,0.5,S,SALINITY,13.46,,F01,,12.3
LE1.1,1/6/1988,3,AP,CHLA,27.2,MDHMH,L01,,12.3
LE1.1,1/6/1988,3,AP,SALINITY,13.73,,F01,,12.3
LE1.1,1/6/1988,6.1,M,CHLA,30.76,MDHMH,L01,,12.3
LE1.1,1/6/1988,6.1,M,SALINITY,13.99,,F01,,12.3
LE1.1,1/6/1988,9.1,BP,CHLA,27.21,MDHMH,L01,,12.3
LE1.1,1/6/1988,9.1,BP,SALINITY,13.73,,F01,,12.3
LE1.1,1/6/1988,12,M,CHLA,24.92,MDHMH,L01,,12.3
LE1.1,1/6/1988,12,M,SALINITY,14.53,,F01,,12.3
LE1.1,2/8/1988,0.5,S,CHLA,29.37,MDHMH,L01,,12.5
LE1.1,2/8/1988,0.5,S,SALINITY,11.54,,F01,,12.5
LE1.1,2/8/1988,3,AP,CHLA,34.98,MDHMH,L01,,12.5
LE1.1,2/8/1988,3,AP,SALINITY,12,,F01,,12.5
LE1.1,2/8/1988,6.1,M,CHLA,34.18,MDHMH,L01,,12.5
LE1.1,2/8/1988,6.1,M,SALINITY,12.53,,F01,,12.5
LE1.1,2/8/1988,9.1,BP,CHLA,36.31,MDHMH,L01,,12.5
LE1.1,2/8/1988,9.1,BP,SALINITY,13.39,,F01,,12.5
LE1.1,2/8/1988,12,M,CHLA,42.19,MDHMH,L01,,12.5
LE1.1,2/8/1988,12,M,SALINITY,13.66,,F01,,12.5
LE1.1,3/7/1988,0.5,S,CHLA,31.51,MDHMH,L01,,12.5
LE1.1,3/7/1988,0.5,S,SALINITY,11.15,,F01,,12.5
LE1.1,3/7/1988,3,AP,CHLA,78.5,MDHMH,L01,,12.5
LE1.1,3/7/1988,3,AP,SALINITY,11.34,,F01,,12.5
LE1.1,3/7/1988,6.1,M,CHLA,91.21,MDHMH,L01,,12.5
LE1.1,3/7/1988,6.1,M,SALINITY,12.46,,F01,,12.5
LE1.1,3/7/1988,9.1,BP,CHLA,85.23,MDHMH,L01,,12.5
LE1.1,3/7/1988,9.1,BP,SALINITY,12.86,,F01,,12.5
LE1.1,3/7/1988,12,M,CHLA,10.77,MDHMH,L01,,12.5
LE1.1,3/7/1988,12,M,SALINITY,13.19,,F01,,12.5
LE1.1,3/21/1988,0.5,S,CHLA,36.03,MDHMH,L01,,12.3
LE1.1,3/21/1988,0.5,S,SALINITY,12,,F01,,12.3
LE1.1,3/21/1988,3,AP,CHLA,35.74,MDHMH,L01,,12.3
LE1.1,3/21/1988,3,AP,SALINITY,12.13,,F01,,12.3
LE1.1,3/21/1988,6.1,M,CHLA,51.21,MDHMH,L01,,12.3
LE1.1,3/21/1988,6.1,M,SALINITY,12.26,,F01,,12.3
LE1.1,3/21/1988,9.1,BP,CHLA,47.85,MDHMH,L01,,12.3
LE1.1,3/21/1988,9.1,BP,SALINITY,12.73,,F01,,12.3
LE1.1,3/21/1988,11.1,B,CHLA,42.76,MDHMH,L01,,12.3
LE1.1,3/21/1988,11.1,B,SALINITY,12.73,,F01,,12.3
LE1.1,4/4/1988,0.5,S,CHLA,21.81,MDHMH,L01,,12
LE1.1,4/4/1988,0.5,S,SALINITY,11.15,,F01,,12
LE1.1,4/4/1988,3,AP,CHLA,29.75,MDHMH,L01,,12
LE1.1,4/4/1988,3,AP,SALINITY,11.41,,F01,,12
LE1.1,4/4/1988,6.1,M,CHLA,22.88,MDHMH,L01,,12
LE1.1,4/4/1988,6.1,M,SALINITY,13.46,,F01,,12
LE1.1,4/4/1988,9.1,BP,CHLA,23.92,MDHMH,L01,,12
LE1.1,4/4/1988,9.1,BP,SALINITY,13.73,,F01,,12
LE1.1,4/4/1988,11.5,M,CHLA,20.43,MDHMH,L01,,12
LE1.1,4/4/1988,11.5,M,SALINITY,13.93,,F01,,12
LE1.1,4/18/1988,0.5,S,CHLA,46.1,MDHMH,L01,,12.5
LE1.1,4/18/1988,0.5,S,SALINITY,11.15,,F01,,12.5
LE1.1,4/18/1988,3,AP,CHLA,43.03,MDHMH,L01,,12.5
LE1.1,4/18/1988,3,AP,SALINITY,11.02,,F01,,12.5
LE1.1,4/18/1988,6.1,M,CHLA,45.85,MDHMH,L01,,12.5
LE1.1,4/18/1988,6.1,M,SALINITY,11.15,,F01,,12.5
LE1.1,4/18/1988,9.1,BP,CHLA,49.01,MDHMH,L01,,12.5
LE1.1,4/18/1988,9.1,BP,SALINITY,11.67,,F01,,12.5
LE1.1,4/18/1988,12,M,CHLA,38.04,MDHMH,L01,,12.5
LE1.1,4/18/1988,12,M,SALINITY,11.74,,F01,,12.5
LE1.1,5/2/1988,0.5,S,CHLA,7.16,MDHMH,L01,,12.5
LE1.1,5/2/1988,0.5,S,SALINITY,10.82,,F01,,12.5
LE1.1,5/2/1988,3,AP,CHLA,13.03,MDHMH,L01,,12.5
LE1.1,5/2/1988,3,AP,SALINITY,11.08,,F01,,12.5
LE1.1,5/2/1988,6.1,M,CHLA,11.43,MDHMH,L01,,12.5
LE1.1,5/2/1988,6.1,M,SALINITY,12.66,,F01,,12.5
LE1.1,5/2/1988,9.1,BP,CHLA,14.63,MDHMH,L01,,12.5
LE1.1,5/2/1988,9.1,BP,SALINITY,13.19,,F01,,12.5
LE1.1,5/2/1988,12,M,CHLA,10.84,MDHMH,L01,,12.5
LE1.1,5/2/1988,12,M,SALINITY,13.26,,F01,,12.5
LE1.1,5/16/1988,0.5,S,CHLA,14.655,MDHMH,L01,,12.5
LE1.1,5/16/1988,0.5,S,SALINITY,10.76,,F01,,12.5
LE1.1,5/16/1988,3,AP,CHLA,18.24,MDHMH,L01,,12.5
LE1.1,5/16/1988,3,AP,SALINITY,10.76,,F01,,12.5
LE1.1,5/16/1988,6.1,M,CHLA,7.87,MDHMH,L01,,12.5
LE1.1,5/16/1988,6.1,M,SALINITY,12.46,,F01,,12.5
LE1.1,5/16/1988,9.1,BP,CHLA,3.79,MDHMH,L01,,12.5
LE1.1,5/16/1988,9.1,BP,SALINITY,13.06,,F01,,12.5
LE1.1,5/16/1988,12,M,CHLA,5.38,MDHMH,L01,,12.5
LE1.1,5/16/1988,12,M,SALINITY,13.39,,F01,,12.5
LE1.1,6/13/1988,0.5,S,CHLA,8.97,MDHMH,L01,,12
LE1.1,6/13/1988,0.5,S,SALINITY,9.85,,F01,,12
LE1.1,6/13/1988,3,AP,CHLA,4.49,MDHMH,L01,,12
LE1.1,6/13/1988,3,AP,SALINITY,10.17,,F01,,12
LE1.1,6/13/1988,6.1,M,CHLA,4.83,MDHMH,L01,,12
LE1.1,6/13/1988,6.1,M,SALINITY,10.69,,F01,,12
LE1.1,6/13/1988,9.1,BP,CHLA,3.29,MDHMH,L01,,12
LE1.1,6/13/1988,9.1,BP,SALINITY,10.89,,F01,,12
LE1.1,6/13/1988,11.5,M,CHLA,2.99,MDHMH,L01,,12
LE1.1,6/13/1988,11.5,M,SALINITY,10.89,,F01,,12
LE1.1,6/27/1988,0.5,S,CHLA,55.96,MDHMH,L01,,12
LE1.1,6/27/1988,0.5,S,SALINITY,10.89,,F01,,12
LE1.1,6/27/1988,3,AP,CHLA,26.17,MDHMH,L01,,12
LE1.1,6/27/1988,3,AP,SALINITY,10.95,,F01,,12
LE1.1,6/27/1988,6.1,M,CHLA,2.87,MDHMH,L01,,12
LE1.1,6/27/1988,6.1,M,SALINITY,11.47,,F01,,12
LE1.1,6/27/1988,9.1,BP,CHLA,1.12,MDHMH,L01,,12
LE1.1,6/27/1988,9.1,BP,SALINITY,12.33,,F01,,12
LE1.1,6/27/1988,11.5,M,CHLA,1.87,MDHMH,L01,,12
LE1.1,6/27/1988,11.5,M,SALINITY,12.66,,F01,,12
LE1.1,7/11/1988,0.5,S,CHLA,23.33,MDHMH,L01,,12
LE1.1,7/11/1988,0.5,S,SALINITY,10.95,,F01,,12
LE1.1,7/11/1988,3,AP,CHLA,10.84,MDHMH,L01,,12
LE1.1,7/11/1988,3,AP,SALINITY,11.54,,F01,,12
LE1.1,7/11/1988,6.1,M,CHLA,2.53,MDHMH,L01,,12
LE1.1,7/11/1988,6.1,M,SALINITY,12.46,,F01,,12
LE1.1,7/11/1988,9.1,BP,CHLA,1.15,MDHMH,L01,,12
LE1.1,7/11/1988,9.1,BP,SALINITY,12.79,,F01,,12
LE1.1,7/11/1988,11.5,M,CHLA,1.38,MDHMH,L01,,12
LE1.1,7/11/1988,11.5,M,SALINITY,12.79,,F01,,12
LE1.1,7/25/1988,0.5,S,CHLA,39.875,MDHMH,L01,,12.5
LE1.1,7/25/1988,0.5,S,SALINITY,11.54,,F01,,12.5
LE1.1,7/25/1988,3,AP,CHLA,13.96,MDHMH,L01,,12.5
LE1.1,7/25/1988,3,AP,SALINITY,12.4,,F01,,12.5
LE1.1,7/25/1988,6.1,M,CHLA,4.11,MDHMH,L01,,12.5
LE1.1,7/25/1988,6.1,M,SALINITY,12.99,,F01,,12.5
LE1.1,7/25/1988,9.1,BP,CHLA,2.09,MDHMH,L01,,12.5
LE1.1,7/25/1988,9.1,BP,SALINITY,13.33,,F01,,12.5
LE1.1,7/25/1988,12,M,CHLA,2.09,MDHMH,L01,,12.5
LE1.1,7/25/1988,12,M,SALINITY,13.53,,F01,,12.5
LE1.1,8/16/1988,0.5,S,CHLA,29.31,MDHMH,L01,,12
LE1.1,8/16/1988,0.5,S,SALINITY,12,,F01,,12
